Vannlokalitet_kode	Vannlokalitet	Betegnelse	Type	Aktivitet_id	Aktivitet_navn	Oppdragsgiver	Oppdragstaker	Parameter_id	Parameter_navn	Parameter_Casnr	Medium_id	Medium_navn	LatinskNavn_id	VitenskapligNavn	Provetakmetode_id	Analysemetode_id	Tid_provetak	Tid_provetak2	Ovre_dyp	Nedre_dyp	DybdeEnhet	Filtrert_Prove	UnntasKlassifisering	Operator	Verdi	Listenavn	Enhet	Provenr	Deteksjonsgrense	Kvantifiseringsgrense	Opprinnelse	Ant_verdier	Kommentar	Arkiv	UTM33 Ost (X)	UTM33 Nord (Y)
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-03-28 00:00:00				m	Ufiltrert		=	5.82		<ubenevnt>	16_1736_  6	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-04-10 00:00:00				m	Ufiltrert		=	5.83		<ubenevnt>	17_2781_  6	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2011-04-11 00:00:00				m	Ufiltrert		=	5.83		<ubenevnt>	11_1707_  5	2	4		1	H?yanger.ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-01-04 00:00:00				m	Ufiltrert		=	5.83		<ubenevnt>	10_  26_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2011-12-28 00:00:00				m	Ufiltrert		=	5.83		<ubenevnt>					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-12-02 00:00:00				m	Ufiltrert		=	5.83		<ubenevnt>	19_B853_  3	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-05-16 00:00:00				m	Ufiltrert		=	5.83		<ubenevnt>	16_2959_  1	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2011-04-26 00:00:00				m	Ufiltrert		=	5.84		<ubenevnt>	11_1827_  6	2	4		1	H?yanger.ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-03-09 00:00:00				m	Ufiltrert		=	5.84		<ubenevnt>	09_1306_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-12-14 00:00:00				m	Ufiltrert		=	5.84		<ubenevnt>	09_7116_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-07-27 00:00:00				m	Ufiltrert		=	5.84		<ubenevnt>	09_3997_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-03-14 00:00:00				m	Ufiltrert		=	5.84		<ubenevnt>	16_1524_  5	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-04-04 00:00:00				m	Ufiltrert		=	5.84		<ubenevnt>	16_1917_  6	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-10-21 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	19_A032_  4	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-08-14 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	17_6317_  4	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-04-26 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	10_1839_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-08-23 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	10_4105_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2012-01-16 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-09-07 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	09_4847_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-02-23 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	09_1036_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-01-04 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	10_  26_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-02-22 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	10_ 813_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-03-01 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	10_ 910_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-05-23 00:00:00				m	Ufiltrert		=	5.85		<ubenevnt>	16_3177_  5	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-04-08 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>	19_3233_  1	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-03-27 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>	17_2386_  1	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-09-20 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>	10_4678_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-05-04 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>	09_2227_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2012-08-08 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-03-09 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>	09_1306_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2018-10-01 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>	18_8579_  1	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-07-15 00:00:00				m	Ufiltrert		=	5.86		<ubenevnt>	19_6676_  5	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-11-04 00:00:00				m	Ufiltrert		=	5.87		<ubenevnt>	19_A586_  6	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-05-25 00:00:00				m	Ufiltrert		=	5.87		<ubenevnt>	09_2713_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-06-29 00:00:00				m	Ufiltrert		=	5.87		<ubenevnt>	09_3495_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-07-13 00:00:00				m	Ufiltrert		=	5.87		<ubenevnt>	09_3789_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2012-02-29 00:00:00				m	Ufiltrert		=	5.87		<ubenevnt>					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2012-01-16 00:00:00				m	Ufiltrert		=	5.88		<ubenevnt>					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2011-04-11 00:00:00				m	Ufiltrert		=	5.88		<ubenevnt>	11_1707_  2	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2011-05-23 00:00:00				m	Ufiltrert		=	5.88		<ubenevnt>	11_2551_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-04-22 00:00:00				m	Ufiltrert		=	5.88		<ubenevnt>	19_3593_  3	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-04-08 00:00:00				m	Ufiltrert		=	5.88		<ubenevnt>	19_3233_  4	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-11-04 00:00:00				m	Ufiltrert		=	5.88		<ubenevnt>	19_A586_  3	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-05-29 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>	17_4217_  4	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-11-02 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>	09_6177_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2011-05-23 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>	11_2551_  6	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 10523:2012	2015-12-27 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-03-21 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>	16_1665_  5	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-03-21 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>	16_1665_  6	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-11-16 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>	09_6517_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-12-14 00:00:00				m	Ufiltrert		=	5.89		<ubenevnt>	09_7116_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-06-06 00:00:00		0	0	m	Ufiltrert		=	5.90		æg/l Al	439-2021-06080110				1	Metode: Intern metode	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-04-17 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	17_2851_  6	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-12-13 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	10_6218_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-03-23 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_1564_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-01-06 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_  67_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-02-02 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_ 571_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-02-23 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_1036_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-11-16 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_6517_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2008-09-16 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	08_4580_  6	2	4		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-01-18 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	16_ 291_  3	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-02-15 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	16_ 864_  5	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-02-22 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	16_1043_  5	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-01-18 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	16_ 291_  6	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2008-10-27 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	08_5494_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2008-11-10 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	08_5795_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-08-14 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	17_6317_  1	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-01-19 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_ 301_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-02-16 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_ 883_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2009-03-02 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	09_1174_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-04-24 00:00:00				m	Ufiltrert		=	5.90		<ubenevnt>	17_3082_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2018-01-15 00:00:00				m	Ufiltrert		=	5.91		<ubenevnt>	18_ 543_  1	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2017-01-16 00:00:00				m	Ufiltrert		=	5.91		<ubenevnt>	17_ 372_  5	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2016-04-11 00:00:00				m	Ufiltrert		=	5.91		<ubenevnt>	16_2083_  6	2	4		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-07-15 00:00:00				m	Ufiltrert		=	5.91		<ubenevnt>	19_6676_  6	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
